execution_id,order_id,deal_id,wave_id,exchange_trade_id,execution_time,exchange_execution_id,executed_price,executed_size,fees,fees_currency,adapter_id,strategy_id,account_id,exchange_order_id,symbol,side,order_price,order_size,ccy_1,ccy_2,ccy2_src,underlying_index,underlying_index_src,hedge_id
2606,1562,1017,34829,,"2018-12-08 18:55:39",63,3328.31,1.0,9.01e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1017,0,1937200855137280,BTC1228,SELL,0.0,5.0,0.0,0.0,,3381.84,OKEXFUTURE_ADAPTER.btc_usd,4000
2607,1562,1017,34829,,"2018-12-08 18:55:39",64,3328.21999878,1.0,9.01e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1017,0,1937200855137280,BTC1228,SELL,0.0,5.0,0.0,0.0,,3381.84,OKEXFUTURE_ADAPTER.btc_usd,4000
2608,1562,1017,34829,,"2018-12-08 18:55:39",65,3327.82997725,3.0,2.704e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1017,0,1937200855137280,BTC1228,SELL,0.0,5.0,0.0,0.0,,3381.84,OKEXFUTURE_ADAPTER.btc_usd,4000
2609,1561,1017,34829,5fd7a334-205b-83b6-2775-6ca9375f40a4,"2018-12-08 18:55:40",43,3330.5,12.0,2.43e-06,XBT,BITMEX_ADAPTER,MANUAL-1017,0,689d3d00-ebd9-29d6-ab86-f3e64a1379e2,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2610,1561,1017,34829,f6dd4460-63cc-d7e2-e62d-7c300374d222,"2018-12-08 18:55:40",45,3331.0,166.0,3.363e-05,XBT,BITMEX_ADAPTER,MANUAL-1017,0,689d3d00-ebd9-29d6-ab86-f3e64a1379e2,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2611,1561,1017,34829,666ea0a1-f26b-f255-f205-6ebb462599f0,"2018-12-08 18:55:40",44,3331.0,166.0,3.363e-05,XBT,BITMEX_ADAPTER,MANUAL-1017,0,689d3d00-ebd9-29d6-ab86-f3e64a1379e2,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2612,1563,1018,34830,e0bdf158-efbd-322e-d6e8-ae440a7b6d25,"2018-12-08 18:55:41",47,3331.0,10.0,2.02e-06,XBT,BITMEX_ADAPTER,MANUAL-1018,0,2758fb1d-d76a-bf9c-6645-40cb38b1abb5,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2613,1561,1017,34829,da8bef4e-5d70-7907-79b1-284dacaa9f29,"2018-12-08 18:55:40",46,3331.0,156.0,3.161e-05,XBT,BITMEX_ADAPTER,MANUAL-1017,0,689d3d00-ebd9-29d6-ab86-f3e64a1379e2,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2614,1563,1018,34830,2967dbe5-7faf-7bc1-05ae-1c0dc3efa18d,"2018-12-08 18:55:41",49,3332.5,485.0,9.823e-05,XBT,BITMEX_ADAPTER,MANUAL-1018,0,2758fb1d-d76a-bf9c-6645-40cb38b1abb5,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2615,1563,1018,34830,5514191f-f1c2-17de-e5d6-f9181afb69cb,"2018-12-08 18:55:41",48,3332.5,5.0,1.01e-06,XBT,BITMEX_ADAPTER,MANUAL-1018,0,2758fb1d-d76a-bf9c-6645-40cb38b1abb5,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3380.47,BITMEX_ADAPTER..BXBT,4000
2616,1564,1018,34830,,"2018-12-08 18:55:42",67,3326.99,5.0,4.509e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1018,0,1937201046768640,BTC1228,SELL,0.0,5.0,0.0,0.0,,3381.84,OKEXFUTURE_ADAPTER.btc_usd,4000
2617,1566,1019,34831,,"2018-12-08 19:01:16",68,3343.38,1.0,8.97e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1019,0,1937222932665344,BTC1228,SELL,0.0,5.0,0.0,0.0,,3383.85,OKEXFUTURE_ADAPTER.btc_usd,3100
2618,1566,1019,34831,,"2018-12-08 19:01:16",69,3343.35999997,4.0,3.589e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1019,0,1937222932665344,BTC1228,SELL,0.0,5.0,0.0,0.0,,3383.85,OKEXFUTURE_ADAPTER.btc_usd,3100
2619,1565,1019,34831,12306323,"2018-12-08 19:01:17",96,3352.0,50.0,6.712e-05,BTC,DERIBIT_ADAPTER,MANUAL-1019,0,8875967148,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3390.3,DERIBIT_ADAPTER.btc,3100
2620,1568,1020,34832,,"2018-12-08 19:02:28",72,3349.58,5.0,4.478e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1020,0,1937227651129344,BTC1228,SELL,0.0,5.0,0.0,0.0,,3411.97,OKEXFUTURE_ADAPTER.btc_usd,4000
2621,1570,1021,34833,,"2018-12-08 19:02:30",74,3343.53,5.0,4.486e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1021,0,1937227760505856,BTC1228,SELL,0.0,5.0,0.0,0.0,,3411.97,OKEXFUTURE_ADAPTER.btc_usd,4000
2622,1567,1020,34832,a4161600-8419-cf75-7817-f3c1822c1f7f,"2018-12-08 19:02:32",51,3362.0,500.0,0.00010038,XBT,BITMEX_ADAPTER,MANUAL-1020,0,c81abc9d-4e2c-797c-bb33-9b769b58ca1b,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3387.96,BITMEX_ADAPTER..BXBT,4000
2623,1572,1022,34834,,"2018-12-08 19:02:38",76,3345.7,5.0,4.483e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1022,0,1937228327918592,BTC1228,SELL,0.0,5.0,0.0,0.0,,3411.97,OKEXFUTURE_ADAPTER.btc_usd,4000
2624,1571,1022,34834,a44aabba-f637-e326-60d5-680c5efd98ac,"2018-12-08 19:02:40",54,3345.0,350.0,7.062e-05,XBT,BITMEX_ADAPTER,MANUAL-1022,0,92eda4ad-9263-ccdc-e04a-9fb159c1c4c6,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3388.44,BITMEX_ADAPTER..BXBT,4000
2625,1571,1022,34834,b778b25e-b0e4-9406-27b8-1f28ff746de8,"2018-12-08 19:02:40",55,3347.5,150.0,3.024e-05,XBT,BITMEX_ADAPTER,MANUAL-1022,0,92eda4ad-9263-ccdc-e04a-9fb159c1c4c6,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3388.44,BITMEX_ADAPTER..BXBT,4000
2626,1574,1023,34835,,"2018-12-08 19:02:42",78,3345.9,1.0,8.97e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1023,0,1937228600090624,BTC1228,SELL,0.0,5.0,0.0,0.0,,3411.97,OKEXFUTURE_ADAPTER.btc_usd,4000
2627,1574,1023,34835,,"2018-12-08 19:02:42",79,3345.87999997,4.0,3.587e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1023,0,1937228600090624,BTC1228,SELL,0.0,5.0,0.0,0.0,,3411.97,OKEXFUTURE_ADAPTER.btc_usd,4000
2628,1573,1023,34835,82300684-6cdd-6b8d-12c7-5c7b705e82a8,"2018-12-08 19:02:42",57,3350.5,500.0,0.00010073,XBT,BITMEX_ADAPTER,MANUAL-1023,0,3e21d62e-6b5f-8699-911c-617285ad63d0,XBTZ18,BUY,0.0,500.0,0.0,0.0,,3388.44,BITMEX_ADAPTER..BXBT,4000
2629,1575,1024,34836,12307152,"2018-12-08 19:06:17",98,3334.0,16.0,2.16e-05,BTC,DERIBIT_ADAPTER,MANUAL-1024,0,8876051637,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3378.03,DERIBIT_ADAPTER.btc,3100
2630,1575,1024,34836,12307153,"2018-12-08 19:06:17",99,3334.0,16.0,2.16e-05,BTC,DERIBIT_ADAPTER,MANUAL-1024,0,8876051637,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3377.95,DERIBIT_ADAPTER.btc,3100
2631,1575,1024,34836,12307154,"2018-12-08 19:06:17",100,3334.0,16.0,2.16e-05,BTC,DERIBIT_ADAPTER,MANUAL-1024,0,8876051637,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3377.95,DERIBIT_ADAPTER.btc,3100
2632,1576,1024,34836,,"2018-12-08 19:06:18",81,3334.21,5.0,4.499e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1024,0,1937242713921536,BTC1228,SELL,0.0,5.0,0.0,0.0,,3382.2575,OKEXFUTURE_ADAPTER.btc_usd,3100
2633,1575,1024,34836,12307155,"2018-12-08 19:06:17",101,3335.5,2.0,2.7e-06,BTC,DERIBIT_ADAPTER,MANUAL-1024,0,8876051637,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3377.95,DERIBIT_ADAPTER.btc,3100
2634,1577,1025,34837,12307317,"2018-12-08 19:07:31",103,3329.5,16.0,2.163e-05,BTC,DERIBIT_ADAPTER,MANUAL-1025,0,8876072343,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3374.03,DERIBIT_ADAPTER.btc,3100
2635,1577,1025,34837,12307318,"2018-12-08 19:07:31",104,3329.5,16.0,2.163e-05,BTC,DERIBIT_ADAPTER,MANUAL-1025,0,8876072343,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3374.03,DERIBIT_ADAPTER.btc,3100
2636,1577,1025,34837,12307320,"2018-12-08 19:07:31",106,3331.0,2.0,2.7e-06,BTC,DERIBIT_ADAPTER,MANUAL-1025,0,8876072343,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3374.03,DERIBIT_ADAPTER.btc,3100
2637,1577,1025,34837,12307319,"2018-12-08 19:07:31",105,3330.0,16.0,2.162e-05,BTC,DERIBIT_ADAPTER,MANUAL-1025,0,8876072343,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3374.03,DERIBIT_ADAPTER.btc,3100
2638,1578,1025,34837,,"2018-12-08 19:07:32",83,3326.0,1.0,9.02e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1025,0,1937247579313152,BTC1228,SELL,0.0,5.0,0.0,0.0,,3368.865,OKEXFUTURE_ADAPTER.btc_usd,3100
2639,1578,1025,34837,,"2018-12-08 19:07:32",84,3325.88999927,4.0,3.608e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1025,0,1937247579313152,BTC1228,SELL,0.0,5.0,0.0,0.0,,3368.865,OKEXFUTURE_ADAPTER.btc_usd,3100
2640,1579,1026,34838,12307395,"2018-12-08 19:08:58",108,3330.0,50.0,6.757e-05,BTC,DERIBIT_ADAPTER,MANUAL-1026,0,8876093089,BTC-28DEC18,BUY,0.0,50.0,0.0,0.0,,3372.03,DERIBIT_ADAPTER.btc,3100
2641,1580,1026,34838,,"2018-12-08 19:08:59",86,3326.2,1.0,9.02e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-1026,0,1937253258728448,BTC1228,SELL,0.0,5.0,0.0,0.0,,3375.21,OKEXFUTURE_ADAPTER.btc_usd,3100
2642,1580,1026,34838,,"2018-12-08 19:08:59",87,3326.17999997,4.0,3.608e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-1026,0,1937253258728448,BTC1228,SELL,0.0,5.0,0.0,0.0,,3375.21,OKEXFUTURE_ADAPTER.btc_usd,3100
2643,1543,1006,34820,,"2018-12-08 23:01:11",88,0.31,30.0,0.09677419,XRP,OKEXFUTURE_ADAPTER,strategy-1006,0,1933436799491072,XRP1214,SELL,0.0,30.0,0.0,0.0,,0.3060773,OKEXFUTURE_ADAPTER.xrp_usd,1150
2644,1581,1028,34839,12333820,"2018-12-09 05:12:25",110,3319.5,22.0,2.982e-05,BTC,DERIBIT_ADAPTER,MANUAL-1028,0,8882736114,BTC-29MAR19,SELL,0.0,50.0,0.0,0.0,,3407.82,DERIBIT_ADAPTER.btc,3200
2645,1581,1028,34839,12333821,"2018-12-09 05:12:25",111,3319.5,13.0,1.762e-05,BTC,DERIBIT_ADAPTER,MANUAL-1028,0,8882736114,BTC-29MAR19,SELL,0.0,50.0,0.0,0.0,,3407.78,DERIBIT_ADAPTER.btc,3200
2646,1581,1028,34839,12333822,"2018-12-09 05:12:25",112,3319.5,14.0,1.898e-05,BTC,DERIBIT_ADAPTER,MANUAL-1028,0,8882736114,BTC-29MAR19,SELL,0.0,50.0,0.0,0.0,,3407.78,DERIBIT_ADAPTER.btc,3200
2647,1581,1028,34839,12333823,"2018-12-09 05:12:25",113,3319.0,1.0,1.36e-06,BTC,DERIBIT_ADAPTER,MANUAL-1028,0,8882736114,BTC-29MAR19,SELL,0.0,50.0,0.0,0.0,,3407.78,DERIBIT_ADAPTER.btc,3200
2648,1582,1028,34839,d9b12227-e112-22a8-299d-052cff57e53c,"2018-12-09 05:12:26",59,3303.0,498.0,0.00010177,XBT,BITMEX_ADAPTER,MANUAL-1028,0,186744be-9cf6-97c1-10d5-43c2bb38afca,XBTH19,BUY,0.0,497.51468594,0.0,0.0,,3409.03,BITMEX_ADAPTER..BXBT,3200
2649,1583,1029,34840,,"2018-12-09 06:11:01",90,0.2958,11.0,0.11156187,XRP,OKEXFUTURE_ADAPTER,MANUAL-1029,0,1939856531926016,XRP1214,SELL,0.0,11.0,0.0,0.0,,0.29986203,OKEXFUTURE_ADAPTER.xrp_usd,1150
2650,1585,1030,34841,,"2018-12-09 06:13:26",93,0.2959,1.0,0.01013856,XRP,OKEXFUTURE_ADAPTER,MANUAL-1030,0,1939866028741632,XRP1214,SELL,0.0,5.0,0.0,0.0,,0.29978074,OKEXFUTURE_ADAPTER.xrp_usd,1150
2651,1585,1030,34841,,"2018-12-09 06:13:26",94,0.29579998,4.0,0.04056795,XRP,OKEXFUTURE_ADAPTER,MANUAL-1030,0,1939866028741632,XRP1214,SELL,0.0,5.0,0.0,0.0,,0.29978074,OKEXFUTURE_ADAPTER.xrp_usd,1150
2652,1586,1030,34841,,"2018-12-09 06:13:27",96,0.2939,5.0,0.05103777,XRP,OKEXFUTURE_ADAPTER,MANUAL-1030,0,1939866093431808,XRP1221,BUY,0.0,5.0,0.0,0.0,,0.29978074,OKEXFUTURE_ADAPTER.xrp_usd,1150
2653,1587,1032,34842,12336010,"2018-12-09 07:00:42",115,3337.5,50.0,6.742e-05,BTC,DERIBIT_ADAPTER,MANUAL-1032,0,8883651763,BTC-29MAR19,SELL,0.0,55.0,0.0,0.0,,3423.13,DERIBIT_ADAPTER.btc,3200
2654,1587,1032,34842,12336011,"2018-12-09 07:00:42",116,3337.0,5.0,6.74e-06,BTC,DERIBIT_ADAPTER,MANUAL-1032,0,8883651763,BTC-29MAR19,SELL,0.0,55.0,0.0,0.0,,3423.13,DERIBIT_ADAPTER.btc,3200
2655,1588,1032,34842,dd13fb7f-a4a7-94e2-b440-e5764b9ebd13,"2018-12-09 07:00:43",61,3316.5,547.0,0.00011132,XBT,BITMEX_ADAPTER,MANUAL-1032,0,97e322e9-d569-c9f0-128f-f355b1be7f78,XBTH19,BUY,0.0,546.62172284,0.0,0.0,,3423.04,BITMEX_ADAPTER..BXBT,3200
2656,1590,1031,34843,,"2018-12-09 07:20:38",98,3388.6,1.0,8.85e-06,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940130251621376,BTC1228,SELL,0.0,1.0,0.0,0.0,,3420.18,OKEXFUTURE_ADAPTER.btc_usd,3100
2657,1589,1031,34843,12336195,"2018-12-09 07:20:38",118,3385.0,10.0,1.329e-05,BTC,DERIBIT_ADAPTER,strategy-1031,0,8883819499,BTC-28DEC18,BUY,0.0,10.0,0.0,0.0,,3420.25,DERIBIT_ADAPTER.btc,3100
2658,1592,1031,34844,,"2018-12-09 09:36:27",100,3390.67,2.0,1.77e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940664305337344,BTC1228,SELL,0.0,2.0,0.0,0.0,,3412.6975,OKEXFUTURE_ADAPTER.btc_usd,3100
2659,1591,1031,34844,12338356,"2018-12-09 09:36:27",120,3387.0,20.0,2.657e-05,BTC,DERIBIT_ADAPTER,strategy-1031,0,8885016037,BTC-28DEC18,BUY,0.0,20.0,0.0,0.0,,3412.85,DERIBIT_ADAPTER.btc,3100
2660,1593,1031,34845,12338486,"2018-12-09 09:44:48",122,3392.5,30.0,3.979e-05,BTC,DERIBIT_ADAPTER,strategy-1031,0,8885090896,BTC-28DEC18,BUY,0.0,30.0,0.0,0.0,,3416.67,DERIBIT_ADAPTER.btc,3100
2661,1594,1031,34845,,"2018-12-09 09:44:49",102,3397.42,3.0,2.649e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940697204212736,BTC1228,SELL,0.0,3.0,0.0,0.0,,3413.46,OKEXFUTURE_ADAPTER.btc_usd,3100
2662,1596,1034,34846,,"2018-12-09 09:44:51",104,3397.12,1.0,8.83e-06,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1940697331670016,BTC1228,SELL,0.0,1.0,0.0,0.0,,3413.46,OKEXFUTURE_ADAPTER.btc_usd,4000
2663,1595,1034,34846,98201994-f8cd-4be4-7336-4d2682ae5d86,"2018-12-09 09:44:51",63,3393.0,100.0,1.989e-05,XBT,BITMEX_ADAPTER,strategy-1034,0,8a05cd9a-2e79-10e1-e573-e2a6d8f6a711,XBTZ18,BUY,0.0,100.0,0.0,0.0,,3415.54,BITMEX_ADAPTER..BXBT,4000
2664,1597,1035,34847,12338544,"2018-12-09 09:45:38",124,3343.5,500.0,0.00067295,BTC,DERIBIT_ADAPTER,MANUAL-1035,0,8885103697,BTC-29MAR19,SELL,0.0,500.0,0.0,0.0,,3419.44,DERIBIT_ADAPTER.btc,3200
2665,1598,1035,34847,1d7baac6-2b7e-7684-4051-7724a706882f,"2018-12-09 09:45:40",65,3319.0,150.0,3.05e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2666,1598,1035,34847,22de68c4-8cdb-033b-c220-0653ed84c08e,"2018-12-09 09:45:40",66,3319.0,300.0,6.101e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2667,1598,1035,34847,85ae1f9a-6520-c722-7fed-908a95faaee8,"2018-12-09 09:45:40",67,3319.0,79.0,1.606e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2668,1598,1035,34847,204e6b28-a155-0029-c5dd-cde71443357a,"2018-12-09 09:45:40",71,3320.0,300.0,6.099e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2669,1598,1035,34847,b2c88ebf-f47f-55a6-5feb-eb74d4aa3782,"2018-12-09 09:45:40",70,3319.0,100.0,2.033e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2670,1598,1035,34847,dccda51a-0786-f23a-ba04-4a5cf07a9a9b,"2018-12-09 09:45:40",69,3319.0,100.0,2.033e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2671,1598,1035,34847,2030c282-bfdf-b827-e732-3b14a44f9b92,"2018-12-09 09:45:40",68,3319.0,100.0,2.033e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2672,1598,1035,34847,265b721d-f70a-77a8-3910-6b19d3aaebfb,"2018-12-09 09:45:40",80,3320.5,1456.0,0.00029598,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2673,1598,1035,34847,41dc4c37-91b0-4771-ce0f-5085df74b6ed,"2018-12-09 09:45:40",79,3320.0,166.0,3.374e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2674,1598,1035,34847,eafdf224-1368-0349-adfd-12b7a5b0915f,"2018-12-09 09:45:40",78,3320.0,166.0,3.374e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2675,1598,1035,34847,61fc1ed5-768c-1fb1-316e-ef8de4fbf10a,"2018-12-09 09:45:40",77,3320.0,166.0,3.374e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2676,1598,1035,34847,1411b89b-ce00-3b70-1199-0a90887b69f3,"2018-12-09 09:45:40",76,3320.0,500.0,0.00010165,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2677,1598,1035,34847,30a355b1-6748-5508-02f7-e69e82d00991,"2018-12-09 09:45:40",75,3320.0,1000.0,0.00020331,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2678,1598,1035,34847,9c77b2cf-821f-b252-7a85-2b80c71a49f0,"2018-12-09 09:45:40",74,3320.0,20.0,4.06e-06,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2679,1598,1035,34847,a5de660a-d7cc-5cd9-560a-99ec23f75d95,"2018-12-09 09:45:40",73,3320.0,60.0,1.219e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2680,1598,1035,34847,9d779467-b464-9b19-1ad1-01ebc88fda01,"2018-12-09 09:45:40",72,3320.0,300.0,6.099e-05,XBT,BITMEX_ADAPTER,MANUAL-1035,0,df0f8943-7304-8f28-4cda-c038f800a15d,XBTH19,BUY,0.0,4963.36174667,0.0,0.0,,3416.92,BITMEX_ADAPTER..BXBT,3200
2681,1600,1031,34848,,"2018-12-09 10:18:35",106,3368.29,1.0,8.91e-06,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940829980105728,BTC1228,SELL,0.0,4.0,0.0,0.0,,3378.315,OKEXFUTURE_ADAPTER.btc_usd,3100
2682,1600,1031,34848,,"2018-12-09 10:18:35",107,3368.27999999,2.0,1.781e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940829980105728,BTC1228,SELL,0.0,4.0,0.0,0.0,,3378.315,OKEXFUTURE_ADAPTER.btc_usd,3100
2683,1600,1031,34848,,"2018-12-09 10:18:35",108,3368.26999997,1.0,8.91e-06,BTC,OKEXFUTURE_ADAPTER,strategy-1031,0,1940829980105728,BTC1228,SELL,0.0,4.0,0.0,0.0,,3378.315,OKEXFUTURE_ADAPTER.btc_usd,3100
2684,1599,1031,34848,12339540,"2018-12-09 10:18:35",126,3365.0,40.0,5.349e-05,BTC,DERIBIT_ADAPTER,strategy-1031,0,8885423978,BTC-28DEC18,BUY,0.0,40.0,0.0,0.0,,3377.72,DERIBIT_ADAPTER.btc,3100
2685,1601,1002,34849,12339542,"2018-12-09 10:18:35",128,3381.5,40.0,7.985e-05,BTC,DERIBIT_ADAPTER,strategy-1002,0,8885424126,BTC-PERPETUAL,BUY,0.0,40.0,0.0,0.0,,3376.47,CRYPTOFACILITIES_ADAPTER.in_xbtusd,3510
2686,1602,1002,34849,12339547,"2018-12-09 10:18:36",130,3315.5,40.0,5.429e-05,BTC,DERIBIT_ADAPTER,strategy-1002,0,8885424492,BTC-29MAR19,SELL,0.0,40.0,0.0,0.0,,3379.79,DERIBIT_ADAPTER.btc,3510
2687,1584,1029,34840,,"2018-12-09 11:34:25",109,0.29,11.0,0.03793103,XRP,OKEXFUTURE_ADAPTER,MANUAL-1029,0,1939856596212736,XRP1221,BUY,0.0,11.0,0.0,0.0,,0.29770412,OKEXFUTURE_ADAPTER.xrp_usd,1150
2688,1604,1034,34850,,"2018-12-09 11:37:29",111,3378.75,2.0,1.776e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1941140227167232,BTC1228,SELL,0.0,2.0,0.0,0.0,,3385.29,OKEXFUTURE_ADAPTER.btc_usd,4000
2689,1603,1034,34850,e8e011e2-d7e6-12be-f52a-e894f7a960fe,"2018-12-09 11:37:33",82,3369.0,100.0,2.003e-05,XBT,BITMEX_ADAPTER,strategy-1034,0,54a44def-e76f-58e9-524f-15bc5c543e78,XBTZ18,BUY,0.0,200.0,0.0,0.0,,3393.46,BITMEX_ADAPTER..BXBT,4000
2690,1603,1034,34850,0c0ae25c-83a5-33b3-b28d-50641521e689,"2018-12-09 11:37:33",83,3369.0,100.0,2.003e-05,XBT,BITMEX_ADAPTER,strategy-1034,0,54a44def-e76f-58e9-524f-15bc5c543e78,XBTZ18,BUY,0.0,200.0,0.0,0.0,,3393.46,BITMEX_ADAPTER..BXBT,4000
2691,1606,1034,34851,,"2018-12-09 11:37:59",113,3397.47,3.0,2.649e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1941142192692224,BTC1228,SELL,0.0,3.0,0.0,0.0,,3389.7625,OKEXFUTURE_ADAPTER.btc_usd,4000
2692,1608,1034,34852,,"2018-12-09 11:38:06",115,3404.4,2.0,1.762e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1941142650768385,BTC1228,SELL,0.0,4.0,0.0,0.0,,3389.7625,OKEXFUTURE_ADAPTER.btc_usd,4000
2693,1608,1034,34852,,"2018-12-09 11:38:06",116,3403.9999765,2.0,1.763e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1941142650768385,BTC1228,SELL,0.0,4.0,0.0,0.0,,3389.7625,OKEXFUTURE_ADAPTER.btc_usd,4000
2694,1610,1034,34853,,"2018-12-09 11:38:58",118,3423.22,10.0,8.764e-05,BTC,OKEXFUTURE_ADAPTER,strategy-1034,0,1941146058826752,BTC1228,BUY,0.0,10.0,0.0,0.0,,3442.25,OKEXFUTURE_ADAPTER.btc_usd,4000
